generation,fish,shark
1463,20242,834
1464,20281,824
1465,20322,815
1466,20368,805
1467,20403,798
1468,20453,788
1469,20505,780
1470,20545,772
1471,20598,765
1472,20641,758
1473,20696,750
1474,20754,742
1475,20807,737
1476,20859,731
1477,20916,726
1478,20975,721
1479,21036,716
1480,21092,712
1481,21159,708
1482,21215,703
1483,21273,698
1484,21338,694
1485,21401,690
1486,21454,687
1487,21508,684
1488,21569,681
1489,21628,680
1490,21693,677
1491,21745,673
1492,21810,671
1493,21873,667
1494,21927,664
1495,21999,661
1496,22065,658
1497,22114,655
1498,22200,652
1499,22260,650
1500,22017,1295
1501,21560,1293
1502,21227,1291
1503,20956,1289
1504,20713,1288
1505,20482,1287
1506,20282,1285
1507,20128,1285
1508,19975,1283
1509,19838,1282
1510,19734,1281
1511,19622,1279
1512,19517,1278
1513,19462,1277
1514,19388,1276
1515,19312,1275
1516,19267,1274
1517,19213,1273
1518,19154,1272
1519,19127,1271
1520,19088,1271
1521,19046,1270
1522,19022,1269
1523,18988,1268
1524,18954,1268
1525,18943,1267
1526,18913,1267
1527,18895,1267
1528,18884,1267
1529,18862,1266
1530,18848,1266
1531,18855,1265
1532,18839,1265
1533,18817,1264
1534,18817,1263
1535,18800,1262
1536,18791,1262
1537,18789,1262
1538,18776,1261
1539,18780,1261
1540,18782,1260
1541,18772,1260
1542,18776,1259
1543,18787,1258
1544,18772,1257
1545,18760,1256
1546,18763,1255
1547,18755,1253
1548,18743,1251
1549,18743,1248
1550,18742,1217
1551,18738,1206
1552,18739,1196
1553,18761,1183
1554,18768,1170
1555,18771,1156
1556,18790,1139
1557,18816,1120
1558,18819,1104
1559,18838,1088
1560,18874,1072
1561,18902,1057
1562,18928,1043
1563,18962,1030
1564,18999,1017
1565,19035,1006
1566,19084,994
1567,19126,983
1568,19164,973
1569,19212,963
1570,19269,954
1571,19312,947
1572,19376,937
1573,19436,930
1574,19491,922
1575,19564,916
1576,19638,910
1577,19699,906
1578,19772,900
1579,19844,896
1580,19904,894
1581,19987,891
1582,20066,887
1583,20138,884
1584,20212,880
1585,20284,878
1586,20359,876
1587,20440,873
1588,20508,871
1589,20589,869
1590,20676,866
1591,20735,865
1592,20817,862
1593,20900,859
1594,20967,856
1595,21042,855
1596,21120,853
1597,21198,851
1598,21271,849
1599,21352,847
1600,21075,1690
1601,20483,1688
1602,20025,1686
1603,19637,1685
1604,19283,1683
1605,18972,1681
1606,18686,1680
1607,18458,1678
1608,18253,1677
1609,18075,1675
1610,17919,1674
1611,17785,1673
1612,17667,1672
1613,17562,1671
1614,17467,1670
1615,17390,1669
1616,17296,1668
1617,17230,1667
1618,17177,1666
1619,17117,1665
1620,17068,1664
1621,17033,1663
1622,16980,1662
1623,16941,1661
1624,16904,1660
1625,16863,1658
1626,16835,1657
1627,16814,1655
1628,16778,1653
1629,16765,1651
1630,16750,1650
1631,16717,1649
1632,16716,1648
1633,16700,1647
1634,16684,1646
1635,16675,1645
1636,16662,1643
1637,16649,1641
1638,16652,1639
1639,16651,1637
1640,16643,1636
1641,16646,1633
1642,16646,1631
1643,16649,1629
1644,16635,1626
1645,16633,1625
1646,16641,1622
1647,16630,1618
1648,16626,1615
1649,16631,1611
1650,16632,1552
1651,16633,1531
1652,16645,1508
1653,16658,1480
1654,16668,1451
1655,16695,1418
1656,16724,1383
1657,16757,1348
1658,16795,1314
1659,16834,1283
1660,16879,1253
1661,16924,1226
1662,16961,1201
1663,17008,1181
1664,17069,1163
1665,17121,1146
1666,17176,1130
1667,17246,1115
1668,17311,1103
1669,17372,1090
1670,17453,1078
1671,17513,1069
1672,17607,1061
1673,17702,1050
1674,17769,1041
1675,17862,1034
1676,17959,1027
1677,18045,1019
1678,18128,1013
1679,18236,1006
1680,18331,1000
1681,18414,994
1682,18529,989
1683,18628,984
1684,18723,977
1685,18834,971
1686,18943,965
1687,19028,959
1688,19145,954
1689,19245,950
1690,19330,945
1691,19432,940
1692,19535,935
1693,19633,929
1694,19750,925
1695,19847,920
1696,19945,915
1697,20057,912
1698,20159,909
1699,20254,905
1700,20019,1804
1701,19485,1800
1702,19091,1798
1703,18770,1794
1704,18471,1791
1705,18216,1789
1706,18017,1786
1707,17808,1783
1708,17640,1780
1709,17508,1778
1710,17365,1775
1711,17257,1773
1712,17163,1770
1713,17068,1767
1714,17004,1765
1715,16948,1763
1716,16891,1761
1717,16853,1758
1718,16813,1756
1719,16775,1753
1720,16741,1751
1721,16697,1748
1722,16669,1745
1723,16651,1743
1724,16631,1740
1725,16604,1738
1726,16607,1736
1727,16581,1733
1728,16575,1730
1729,16570,1727
1730,16545,1725
1731,16545,1722
1732,16530,1720
1733,16532,1716
1734,16546,1715
1735,16542,1711
1736,16546,1709
1737,16552,1706
1738,16558,1704
1739,16564,1702
1740,16585,1700
1741,16592,1697
1742,16582,1694
1743,16604,1690
1744,16617,1687
1745,16627,1684
1746,16633,1680
1747,16647,1677
1748,16649,1672
1749,16655,1666
1750,16682,1574
1751,16698,1552
1752,16723,1533
1753,16742,1511
1754,16749,1484
1755,16785,1462
1756,16827,1436
1757,16850,1410
1758,16892,1383
1759,16940,1361
1760,16988,1342
1761,17041,1320
1762,17098,1302
1763,17157,1282
1764,17207,1266
1765,17268,1247
1766,17351,1230
1767,17422,1216
1768,17519,1204
1769,17602,1191
1770,17696,1177
1771,17782,1165
1772,17893,1156
1773,17985,1147
1774,18071,1139
1775,18185,1131
1776,18287,1123
1777,18395,1116
1778,18513,1108
1779,18614,1102
1780,18726,1095
1781,18846,1090
1782,18938,1085
1783,19050,1080
1784,19163,1076
1785,19267,1072
1786,19384,1069
1787,19485,1066
1788,19589,1063
1789,19698,1060
1790,19800,1057
1791,19910,1055
1792,20012,1052
1793,20127,1050
1794,20236,1049
1795,20345,1047
1796,20454,1045
1797,20556,1044
1798,20668,1042
1799,20775,1040
1800,20449,2077
1801,19675,2076
1802,19085,2075
1803,18594,2074
1804,18120,2072
1805,17717,2071
1806,17367,2070
1807,17063,2068
1808,16793,2067
1809,16580,2066
1810,16397,2065
1811,16223,2064
1812,16090,2063
1813,15968,2062
1814,15826,2060
1815,15739,2059
1816,15653,2059
1817,15551,2058
1818,15476,2057
1819,15406,2056
1820,15348,2054
1821,15297,2054
1822,15241,2053
1823,15186,2051
1824,15144,2050
