generation,fish,shark
945,5366,519
946,5436,515
947,5508,511
948,5582,508
949,5652,505
950,5543,1005
951,5220,1002
952,4979,1000
953,4788,997
954,4613,995
955,4457,993
956,4336,992
957,4222,990
958,4131,988
959,4053,986
960,3987,984
961,3934,982
962,3887,981
963,3848,979
964,3810,977
965,3782,975
966,3751,973
967,3722,970
968,3699,967
969,3682,963
970,3661,922
971,3645,905
972,3641,888
973,3628,868
974,3624,846
975,3634,823
976,3633,801
977,3637,779
978,3652,757
979,3665,737
980,3688,718
981,3717,702
982,3745,687
983,3779,673
984,3820,660
985,3859,648
986,3901,637
987,3956,625
988,4005,615
989,4058,606
990,4115,598
991,4181,590
992,4245,582
993,4316,574
994,4396,567
995,4475,562
996,4546,556
997,4631,550
998,4718,544
999,4800,539
